review_num,title,stars,text
653,Painful until you start to see just how f'd up ...,3,"Painful until you start to see just how f'd up Napoleon's world is.  Then his actions become understandable and eventually heroic, but still twisted.  Glad I saw it."
654,It's Sweet! Like anyone could even know that,5,Goshh.  It's Sweet!  Like anyone could even know that! :)
655,I am really glad that I can get a movie or show on ...,5,"I am really glad that I can get a movie or show on line and watch them whenever I want on any of the computer’s and or kindle, android devises etc. Thought this movie was good to watch."
656,Five Stars,5,christmas present
657,Four Stars,4,Always gives a luagh
658,I love this movie but the DVD I bought from Amazon ...,2,I love this movie but the DVD I bought from Amazon looks like a pirated copy of the original.
659,Great Movie!,4,So funny! Love all the characters.
660,Five Stars,5,Never have any problems with ordering DVDs
661,This is one of our all time favorite movies when we need to laugh - so funny,5,"This is one of our all time favorite movies when we need to laugh - so funny!Great, clean humor for the family!I hadn't watched it for quite a while, and thought I might not find it as funny now as I did in the past, but I might have laughed harder than ever during this viewing."
662,SHOULDN'T PASS THIS DEAL!!!!;,5,Got an awesome deal on the price. So glad I got for my collection. Plus great freaking movie. Paid $6.77.b
663,Five Stars,5,One of our all-time favorite movies.
664,Four Stars,4,It's just so funny! 'Gossshhh!'
665,Five Stars,5,Excellent. Best movie ever! My 11 year old son can recite most of the movie. It is hysterical!!
666,Two Stars,2,Just plain weird.
667,Hilarious!!,5,Everyone had this guy at school. Oh the 80's. I assume this was representative of the 80's.
668,Five Stars,5,Classic!
669,Five Stars,5,My son loves it
670,The defect is bleach.,5,My Wife thought it was a documentary at first.We still laugh about that.My Kids even loved this one.
671,Strange humor,2,"Just a strange movie.  There may be some who like the humor, I'm just not one of them."
672,Four Stars,4,Eat the food Tina!
673,Four Stars,4,Funny
674,Great price and great product!  Super fast shipiing with Prime membership.  Highly recommended!,5,Great price and great product!  Super fast shipiing with Prime membership.  Highly recommended!
675,Five Stars,5,Funny movie!!
676,Five Stars,5,funny
677,Funny stuff!!,5,"Love this movie, it's just so funny and makes me remember that time when I was a teenager! Great cult classic!!"
678,My kids love this movie,5,My kids love this movie!  I had to buy it because I was renting it way too much.  The packaging was fine and it arrived when Prime said it would.  =)
679,Great movie,5,Great movie and fast shipping.
680,don't bother with it,1,Not worth your time.
681,You either get it or not.,4,"You either like this movie or just don't get it at all.  There's not much middle ground.  For a guy who grew up in the 70's/80's in the middle mass of students, not popular or unpopular, it connects on a level that's not easy to describe.  It's low budget, but I liked it in an inexplicable way."
682,Five Stars,5,Great purchase!
683,great purchase!,4,"Oldie but goodie, great purchase!"
684,Five Stars,5,Absolutely hilarious
685,"My kid loves it, that's all that matters.",5,"My kid loves it, that's all that matters."
686,Five Stars,5,This movie has some sweet dance moves
687,Five Stars,5,Buy this movie and all your wildest dreams will come true.
688,HECK YES!!!,5,from the fuzzy liger skin cover to all the extras-- this is Freakin Awesome!
689,Five Stars,5,Great movie!
690,Five Stars,5,Daughter loves it
691,Five Stars,5,Personal Favorite!!
692,So so funny! My kids saw it 3x,5,"So so funny! My kids saw it 3x!! They kept repeating the actors lines and movements! It's a classic to keep, great plot!!!!"
693,Two Stars,2,Just plain stupid
694,great movie,5,"Great movie, classic. My 12 year old just discovered it."
695,Pedro for president,5,My son loves the movie.
696,Five Stars,5,Great movie.
697,not for me,1,Awful!  Couldn't get past 15 min...
698,One Star,1,The only thing worse than paying for this movie was the time wasted in my life from watching it.
699,Luckyyy,5,Third best movie ever made!
700,Five Stars,5,"""I'll do whatever I want to do, uuuuhhhhh"""
701,Five Stars,5,Got this for a friend -- I already loved it!
702,Five Stars,5,great movie and very clean for all ages
703,It was 1980 chic. It was awkward but my ...,2,It was 1980 chic.  It was awkward but my hubby and child laughed some of the time.  Wouldn't rent it again.
704,Three Stars,3,Very quirky movie. It was slow but kept you hooked.
705,Five Stars,5,A classic great that is had both bluray and dvd. Makes it easy when on trips in the truck.
706,Clssic all the way through and through!,5,"Ok if tou have not seen this film fo see it. Better, buy the DVD!"
707,Very funny,4,Imaginative and clever. Funny. Laughed througout the movie.
708,Five Stars,5,Top 10 movie of all time
709,Five Stars,5,Classic.
710,Gosh - like anyone needs to review this!,5,"Gosh! Like I don't have anything better to do than review Napoleon Dynamite. Seriously, best rural Idaho surreality romp in existence :-)"
711,my favorite guilty pleasure,5,"my favorite guilty pleasure. So campy and corny, yet hilarious. That's when you know you have good writers and directors."
712,Five Stars,5,My 8 yr old and 10 yr loved it!
713,Five Stars,5,one word... hilarious
714,Great movie. Watch it over and over,5,Great movie.  Watch it over  and over.
715,Five Stars,5,Funny!
716,Great movie,4,My 16 yr old thinks that this is the funniest movie ever!
717,better each time,5,Pay attention!
718,Five Stars,5,great gift
719,Five Stars,5,Love this movie
720,Five Stars,5,Christmas present for my daughter ... she loves it!
721,Five Stars,5,A+
722,Napoleon Dynamite,5,"The first time I seen this movie I thought it was kinda dorky and slow but I couldn't stop watching it. Afterward I kept thinking about it for weeks. Not everyone will get this movie but a whole bunch of us do. I was not a nerdy type in high school but this movie brought back memories of those who fit that description. I'm sure every high school had at least one Napoleon Dynamite, Pedro and Summer. You have to laugh many times while watching this movie and so it was entertaining and a trip back in time for me. I recently added it to my home movie collection so I can share it with others and enjoy it myself from time to time. Highly recommended!"
723,funny film.,5,"Very strange, funny film."
724,Gosh!,5,"It's Napoleon Dynamite. Gosh! But I have to write more than that. I'll do whatever I want to. Best dance scene ever in a movie, even if it isn't the best dancing in a movie."
725,Five Stars,5,Freakin sweet movie.  The kids love it to.
726,Vote for Pedro,5,"Excellent condition. In a whisper: ""Hey Napoleon, give me some of your tots"".Love it..."
727,... see the humor in it and found it very boring and rediculous,1,I know it is a classic but I failed to see the humor in it and found it very boring and rediculous.  It was painful to watch.
728,Five Stars,5,"SWEET! I said Sweet, GOSH!"
729,funny and quirky,5,classic; funny and quirky; love it
730,Five Stars,5,I loved it!!! <3
731,like a steak slapping you in the face,5,"hilarious, like a steak slapping you in the face!"
732,Five Stars,5,awesome
733,Five Stars,5,Loved it
734,Five Stars,5,A gift for someone else
735,Classic comedy,5,Just good ol innocent humor
736,This movie was a waste of my money,1,"This movie was a waste of my money, it was so stupid. I didn't even finish it. I was so annoyed I stopped watching it!"
737,Five Stars,5,"This movie is very funny. Need a good laugh, get your copy and enjoy."
738,Five Stars,5,Favorite movie
739,Five Stars,5,Always fun to watch!
740,Classic/Hilarious. Prob. not for everyone's sense of humor ...,5,Classic/Hilarious.  Prob. not for everyone's sense of humor.  Movie about a high school boy out to prove that he has nothing to prove.
741,Five Stars,5,Classic
742,Five Stars,5,Favorite movie
743,It arrived in perfect,5,Just a classic movie in our family. It arrived in perfect condition
744,Four Stars,4,No
745,"This is by far my sons favorite movie, 10yrs ago he still enjoys Napoleon",5,"This is by far my sons favorite movie, 10yrs ago he still enjoys Napoleon. Its a kind of silly, dumb humor movie, with a geeky boy and equally geeky family. When I originally saw it I thought what a weird show but when it came on my son always wanted to watch it. Give it a shot you might just like it."
746,Five Stars,5,Love it
747,Five Stars,5,Best movie ever!!  And I got laid right after.  Just had to feed her tots.  Tots for tits!!
748,"Its awesome, Gosh!",5,One of my favorite movies of all time.  The bonus features are great. Just a great movie that I still watch over and over.
749,Four Stars,4,Hilarious
750,Dy No Mite !!,5,"One of those movies that I watch over and over and over !  Just good entertainment, no sex or filthy language !  Jon Gries, in the toupee, as Uncle Rico is GREAT  !  Really enjoy this movie !  Great family film !"
751,Three Stars,3,dumb humor....
752,Four Stars,4,Must have a dry sense of humor
753,Five Stars,5,one of the best indy films ever!
754,Five Stars,5,Classic.
755,Three Stars,3,Great to watch with my great nephew.
756,Hilarious!!!,5,This is a great movie. Good clean humor and just an absolute classic. Very original story and setting.
757,It just gets better and better the more you watch it,5,"It just gets better and better the more you watch it. And in HD you can see things you  never saw before in SD, like Kip's braces."
758,Five Stars,5,Classic movie that is very popular with the teenagers!
759,so so,3,"give it  3 stars out of 5,"
760,Buy it if you want. Gosh.,5,"I would not recommend watching this if you are someone who gets annoyed at ""dumb"" movies. It is so dumb it is funny. It is a great movie, but many people just hate it. Which I understand. But if you like to quote movies with your friends, this has so many quotable lines it is very much worth buying. Best line? ""Your mom goes to college"" (smirk.)"
761,Five Stars,5,great
762,Four Stars,4,"I love this offbeat, quirky movie. If you grew up in the 80's you'll love it too."
763,Five Stars,5,I just bought it....(y)
764,Four Stars,4,Very funny
765,Five Stars,5,Incredibly funny!
766,Five Stars,5,Love this movie!! Low key hilarity.
767,Five Stars,5,Love this movie!
768,Five Stars,5,Very funny!
769,and it did not disappoint. Because if not for all that,5,"This is one of my first reviews; I have no idea how to fit my star ratings of each into the overall picture. Things may change as I add to the volume and I hope I get to re-review stuff as I develop my critical perspective. for now, suffice it to say, it is tops. The deadpan acting was believable and that really made it for me. The right amount of tension; of teasing my sense of expectation was important, and it did not disappoint. Because if not for all that, it was just another stupid-funny movie like Porkies or something. So I rate it high and I hope you like it as much as I did."
770,Awful movie,1,"This has to be one of the worst movies ever. Even my kids, aged 12 - 16 thought it was stupid. We turned it off after 45 minutes. Don't waste time or money on this movie."
771,and enjoy every viewing,5,"I've watched it several times now, and enjoy every viewing.  I suppose I'm a ""cult follower"" at this point."
772,Five Stars,5,One of the greatest
773,Five Stars,5,excellent
774,No in between.,4,A classic. It seems to be a movie that you either Love or Hate.
775,Five Stars,5,kids over 12 like it a lot too
776,Very creative and brilliant film. Well done,4,"Gosh...  Very creative and brilliant film.  Well done, Mtv"
777,Four Stars,4,Love this movie. Got it within a few days :)
778,Five Stars,5,classic
779,"Too funny. The movie was ""all about nothing"" but very ...",5,"Too funny.  The movie was ""all about nothing"" but very relatable...kind of like Seinfeld."
780,Best movie of all time.,5,"If you don't like Napoleon Dynamite, there is something seriously wrong with you."
781,This is a family favorite.,5,This is a family favorite.
782,Five Stars,5,Love this movie! It was in good condition. No issues.
783,Really good movie They don't make movies like these ones,5,Really good movieThey don't make movies like these ones anymore
784,Three Stars,3,Okay show!
785,Great Efficient Service,5,World Class Product..Great Efficient Service. Sweet.
786,Five Stars,5,Classic!
787,love amazon prime movies,5,funny
788,Five Stars,5,Love the movie! Took about 45 min. longer because of problems with the download. :(
789,Five Stars,5,One of my favorite movies!
790,Five Stars,5,vote for pedro
791,Laughed till we cried. Saw it with Heder's Uncle ...,5,Laughed till we cried.  Saw it with Heder's Uncle Tom Brammer.  He was so proud.
792,This is simply the best and the classic feel good movie of all time,5,"This is simply the best and the classic feel good movie of all time.  I never tire of watching it.  I still laugh out loud at scenes.  I still copy Napoleon for days after watching it.  No you can not go wrong with Napoleon, yes you will be making friends today."
793,This is the most funniest movie I ha seen in ...,5,This is the most funniest movie I ha seen in a long time. I could watch it every other day and still laugh so hard!
794,it sucks you in,4,Such a dry movie...and slow...but somehow...it sucks you in!!
795,Five Stars,5,Love this movie!!! Can watch everyday and still get a good laugh
796,Best movie ever laugh out loud!,5,Fast delivery and great product!
797,Five Stars,5,Love it
798,"As weird the third time as the first, but just as fun",4,"Low budget cult classic, originally given to us by friends who could not imagine our children reaching adulthood without the benefit of having seen this movie. The first viewing explained why we had seen so many ""Vote for Pedro"" t-shirts when we were in SE Idaho. Watched it again (3 adults and 4 teenage boys) the other night, laughing, cringing, moaning, snorting and generally enjoying ourselves and looking for opportunities over the next few days to say ""luuckyy"". Happy to eat a quesadilla (don't turn the double-l into a ""y"") but don't need the tater tots."
799,"Hilarious movie, but does not have universal appeal.",5,"Hilarious movie, but does not have universal appeal.  You'll either love it or hate it."
800,... must be one of the few people who didn't like this movie,2,I must be one of the few people who didn't like this movie. must be getting old. I did not see anything funny about this movie.
801,Five Stars,5,Love it
802,Five Stars,5,Funny and off beat.
803,A cult classic in full HD!!!,5,Comes with a Blu-Ray and a DVD copy  of the original. Limited 10th Anniversary packaging.
804,How Large are YOUR Talons?!,4,The Chickens had Large Talons.
805,Five Stars,5,A classic. Should be required watching for all teens.
806,I loved the movie,4,"Born in 1972, raised in a sleepy ag town caught in a time warp, I loved the movie.  This time around, I watched it with my 4 children, ages 4, 6, 8, and 10, and each of them loved it just as much.  The characters and their conflicts are timeless."
807,Five Stars,5,Awesome movie
808,Every scene is a gem,5,Every single scene is a gem.
809,Five Stars,5,great
810,Five Stars,5,My sons love this movie!! It is a classic
811,Three Stars,3,Over hyped but still funny
812,Five Stars,5,too cute
813,Funny offbeat 1980s high school life,3,Quirky funny look at small town high school experience in the 1980s.
814,One Star,1,Too stupid to be funny
815,Five Stars,5,Very funny!
816,Five Stars,5,love it.
817,great.. ya you did good big fella ya,5,great ..ya you did good big fella ya ...toot your own horn why don't ya ...thank you ..
818,Four Stars,4,"Fun, not amazing. Good rent value."
819,Four Stars,4,Fun stuff. Better than you might expect.
820,Five Stars,5,Classic!
821,Funnier as time goes by,5,I just wish this movie was longer. Such a classic comedy for all ages.
822,it still tickles my funny to this day,5,"I don't even remember why I bought this movie because I don't have it, but regardless, it still tickles my funny to this day."
823,Four Stars,4,we love napolean around here
824,One of the best,5,One of the best comedies ever.
825,Five Stars,5,Just plain fun!
826,Five Stars,5,Pleased with purchase!
827,and Uncle Rico's sweet van. Pedro will offer you his protection,5,"I can still laugh at this classic. Moon boots, a Llama named Tina, Tots, and Uncle Rico's sweet van. Pedro will offer you his protection, so you have no reason not to buy this movie."
828,Four Stars,4,"Great fun, just for the low key ridiculousness. I crack up every time I watch it!"
829,weird.. then funnier later,5,"Thereare so many reviews of this already that go into details that I will skip to the thing that matters.  You will probably not think this is super funny the first time you see it.  Then 2 days later you will catch yourself saying ""Your mom goes to college"" and other one liners from the movie.  You will remember it as way funnier than it seemed while watching it initially.  Also, a second viewing months later will be funnier than the first.  In other words, it grows on you like an aggressive humor fungus."
830,Five Stars,5,great
831,Five Stars,5,Gotta have Napoleon on Blu-Ray
832,Five Stars,5,Best movie ever!!
833,"Funny, funny, funny!",5,A classic!
834,Five Stars,5,Flipping' sweet!
835,Five Stars,5,Classic!
836,One Star,1,Could not play DVD....said not available for viewing in our area!?
837,An instant classic,5,Item just as described. Slap-stick comedy at it's best!
838,One of my husband's favorite movies. Bought it for him for Father's Day,5,One of my husband's favorite movies.  Bought it for him for Father's Day.  He watched again yesterday.  I love to hear his laughter!!!
839,I love this movie!,5,Freakin' IDIOT! GOSH!
840,Five Stars,5,I like your sleeves.  They're real big.
841,Five Stars,5,"Too funny, and a cult classic."
842,Four Stars,4,funny
843,Timeless,5,Timeless as we watch it with our next generation of kids and their friends and hearty laughter breaks out with every scene.
844,Five Stars,5,That time machine was a piece of junk!
845,some funny parts but stupid overall,3,It ok... some funny parts but stupid overall.
846,Great movie!,5,I love this movie!
847,Five Stars,5,Love it!
848,Four Stars,4,Stupid funny!! Good laughs!! Kids loved it!
849,Five Stars,5,One of the best movies ever!
850,As funny as ever.,5,Almost every line in this movie is funny and quotable.
851,Classic Stupid,5,"Funny, funny movie."
852,Sweet film,5,This kind of film restores my faith in the inherent goodness of humanity.Napoleon and his friends are the kind of people you wouldn't mind growing old with. I'll be watching this film again and again.
853,Too Funny!,5,"Twisted, off and funny. Cant get any better than a mix like that.  Awesome cast,and great acting.  I would definitely recommend."
854,Classic,4,Great movie it's funny and has heartwarming moments also. This film is a classic and can be watched more than once
855,Why?,2,"This movie has a few moments of funny, or weird stuff that makes you laugh.  Mostly it is stupid and strange, and I don't see why I wasted my time watching it, whatever."
856,Whatever I feel like I wanna do. Gosh!,5,"[first lines]Kid on Bus: What are you gonna do today, Napoleon?Napoleon Dynamite: Whatever I feel like I wanna do. Gosh!"
857,Just didn't get it.,1,"Slow and strange.  Didn't get it.  I like more of a slapstick comedy movie and this is not that kind of movie.  I have friends who think this movie is hilarious, but I certainly did not."
858,Uggghhhh!!,5,This movie gets more and more hilarious every time I watch it. There aren't many movies that actually make me laugh out loud...this is one of them. Love it!
859,What's it like to be That Guy?,5,"All the schools I attended had somebody like Napoleon: nerdy for certain, often weirdly hostile, but pretty nice if you managed to get to know them. If you ever wondered what it'd be like to be that guy (or girl), Napoleon Dynamite will show you. It will also make you wince, laugh, clap, and maybe even dance for happiness.Napoleon's home life is odd: he and his 32-year-old brother Kip live in the Middle of Nowhere, Idaho, with their grandmother and her llama, Tina. Kip stays home ""chatting online with babes all day"" while Napoleon starts another grueling school year, teased by jocks and bullies, and bossed around by Grandma. But this time he makes two new friends, glamor shot photographer Deb and Mexican transplant Pedro Sanchez. At last, his life starts to change for the better--even after Grandma gets in an accident and creepy Uncle Rico comes to stay while she recovers.Most people will either love or hate this movie. The dialogue is stilted (for effect, it seems), the humor is subtle, and Napoleon's actions are often puzzling. As with his real-life counterparts, he can be hard to figure out. Yet he's always true to himself, sometimes with bad results. But more often they're good, and by the end of the movie, you understand what he's all about.The best part of the storytelling, for me anyway, was how the events of the movie just unfold, without judgment or explanation. The director, in other words, doesn't try to tell us what to think--and that's what makes Napoleon Dynamite refreshingly, wonderfully different from pretty much any other teen movie you've ever seen. The neutral perspective may be what caused many critics, including the late Roger Ebert, to pan the film. I guess that's understandable for people who are more used to codified teen films like Ferris Bueller's Day Off, where Ferris's perspective dominates so much that he even tells the audience when to go home.But if you have even a little weirdo in your personality--and unless you're Summer Wheatley, you do--you might like Napoleon. I sure did. Here's hoping that this style of storytelling will continue to grow in popularity and produce more classic movies."
860,This Movie is FUNNY,5,I like Napoleon Dynamite this movie is hilarious and me and my family were laughing a lot at this film. Some parts are stupid but funny and i like it and that's what makes this film different then others!
861,Love Napolean,5,"Napolean Dynamite is a must see for this generation.  Being from Idaho, its especially fun to see the depiction of eastern Idaho.  You see vote for pedro t-shirts, now see the movie."
862,Napoleon! Gosh!,5,Again crappy dvd case for a newer purchased dvd but this movie keeps me laughing! I love Napoleon Dynamite and the humor is great and not dry if you look at it in the right way! :)
863,Thank you,5,"If you enjoy quirky movies, this is the one for you. Some esoteric humor, but some good general laughs as well."
864,A classic,5,Seems we never get tired of watching this movie. The movie is quoted often and each time we watch we seem to pick up one more line to incorporate into or conversations.
865,Nerd..over Uncle Recco,5,"The nerd wins, vote for Pedro, Summer Weatly..Rex Kwon Do self defense system,we work on the buddy system, no more flyn solo, just break the wrists & walk away..I love Lafawnduh. .so many great lines.."
866,Eat your ham Tina!!,5,OMG...love this flick! Talk about laughing your a** off!!! Every character is awesome!!..love Kip & laFonda together!! Ligers and cage fighting!!! Haha
867,Funny Movie,4,If you haven't seen it it's worth a watch.  Not much more to say about it.  Darn this min word limit.
868,Classic,4,"Hilarious movie that draws you into and soon has you rooting for one of the quirkiest main characters ever! Napoleon Dynamite shows teen angst, awkwardness, innocence and optimism in a way that no other can - he's an everyteen!  Fantastic and he's appropriately surrounded by other zany characters, along with a simple and compelling plot that keeps you riveted and cheering for him throughout the movie."
869,no plot,4,"it was funny and a cute story , the only thing that bothered me is that there was no plot"
870,i don't get it.....,1,"I feel like I lost brain cells watching this movie. I did not see a point to the movie. There were a few mildly funny moments, but overall, not a funny movie. I watched it because everyone I know told me what a great movie it was. I must have missed that part. Super slow and just didn't do it for me."
871,The Potato Famine is over.,4,Reminds me of why I love Idaho so much. An excellent companion piece to the recent GOP gubernatorial primary debate on Idaho PBS.
872,Legit,5,Just straight up the best movie you will ever watch and you know that because I never do these stupid reviews so that makes this one worth it
873,NP movie,5,"Oh my goodness we love this movie and quote it all the time-my 10, 13, and 18 year old and I all laugh hysterically at it. It is a cult classic. The price was great and I even got a NP devotional to go along with it as it is part of a high school graduation gift for my son. It will be fun to own. We just watch it over an over. You'll either love this movie or hate it. If you hate it, it is because you don't ""get"" it. I have to laugh at the reviews that say ""the actors can't act."" Really? This isn't a drama. Where else do llamas get their casserole dinners chucked at them? Make sure you watch after the credits for Kip's love song! We laugh so hard we cry at this movie."
874,Nope,1,"I've heard so much hype about it, and in the end it was not worth renting to be quite honest."
875,Love this movie!,5,Love this movie... You must watch it more than once to get it. After that you will watch it nonstop!
876,"Strange, but funny",3,"Strange but funny. It's a different sense of humor , I get it and liked it, but some people don't like it"
877,Loved it!,5,"Funny!  If you liked Raising Arizona, you'll love it. A good message about self acceptance and the value of friendship"
878,Best movie ever,5,Nobody could possibly know that... This is one of my all time faves. Got the dvd quick and it was brand new.
879,Most boring movie ever!,2,"While there were some funny parts of this movie we find ourselves repeating, I suggest skipping the movie and just looking up the one-liners on YouTube instead.  Save yourself a lot of time and avoid sitting through this film.  It's agony!!!"
880,Still fun after all this time.,4,"I pulled this movie up to show my jr.higher. We laughed hard. I must have watched this movie over ten times by now, but sharing it with someone who had never seen it was a blast.  So many classic, quotable lines and the best high school dance scene ever.I gave it four stars for staying fresh after all these years."
881,Who can resist?,5,"I've seen the movie at least 150 times in the past two years, and got this as a present for someone who doesn't have the movie but loves it.  Bonus, this person lives with me, so I get to watch it also...  Totally didn't get it just for that reason?The serious aspect of this movie is I guess the social status in highschools, the importance of said status, and the troubles of growing up.  The weird thing is that nobody in the ""lesser"" status seems to care that they're there, it only matters to the higher-up students.  Does that mean they've gotten over this whole charade of ""power"" based on who you are, or that they've accepted their fate as losers?  And is either of those things something that the viewer should learn from as a good example?  There's a lot going on in this movie under-the-cuff that once you notice it really gets you to think.Then there's the fact that this movie just can't be any more hilarious.  ""Tina... eat the food!""  This movie immediately brightens me up, and I will nevereverever get tired of it!!"
882,The oddest movie!,5,Yes this is probably my favorite movie!  Some unusual characters to say the least.  Not dirty at all.  Just odd humor.
883,great movie,5,Such a funny movie! It shipped fast and arrived in perfect condition. My family loved it and we watched it the night it arrived.
884,Must watch more than once to appreciate it.,4,"Funny movie but you have to watch it more than once to really appreciate it.  When you first watch it, it seems really stupid, and it is. But the second time you watch it, it will crack you up."
885,So entertaining,5,I loved that I could watch this with my kids and not have to deal with sex scenes and a lot of language.  My 11 year old loved it so much that he was Naopleon for Halloween last year.
886,bad quality,1,movie kept freezing and pausing. I like the movie but was not able to watch the hole thing through with out it freezing
887,Not nerdy...simply stupid`,1,This movie is more of an insult to the life of the many who are margined in school.Perhaps I was expecting a turn around and a heroic ending as it has happened in life - just look at who rules the world today... nerds!I would not recommend this movie to anyone.
888,Best movie ever!!!,5,the quality of the movie plays well for it to be an older movie. Excellent film. love it love it.
889,Too Funny!!,5,This movie is family friendly. The characters make you to relate to your own friends haha. I recomend this to anybody that likes comedy!!!
890,Love this movie!,5,This movie is so great!  Hilarious.  Clean.  What more can you ask for?  Definitely watch if you want a laugh.
891,Tots!!!!!,5,"I liked them movie, and bought it for my sisters and I to watch because we make so many references from it overall hands down one of my favorite movies!"
892,Movie still has plenty of laughs in it,5,"I watch this with my young kids, it's a movie that doesn't have cuss words and teaches them to be themselves. Still a great flick!"
893,Napoleon Dynamite is dynamite!,5,"This is a very good move,I bought it for my step grandson who ran for president of student consuls and won .this move has something like this in it . I would recommend this move for school age kids. I am very satisfied the amazon products they are great!!"
894,Awesome,4,"I understand how some people might miss the humor in this film since it is delivered in such a dry way, but that is the beauty of it.  It was clearly designed to allow the viewer to see the humor in a ""normal"" life experience in this simple town.  Very entertaining."
895,hilarious,5,When I started watching the movie I thought it's some high school slapstick comedy but soon enough I was caught in it and I couldn't stop enjoying it for a sec.
896,An American Classic,5,"An American classic about true friendship!  A dysfunctional family life gone good!  You'll laugh, and laugh.  A great, clean American movie."
897,Napoleon Dynamite,5,It is a great movie good for watching it with the family. This movie is also hilarious and goofy I recommend it
898,Makes you laugh!,4,Funny and crazy movie and good for the whole family!  It is clean and we don't have to worry about what might be heard or seen.
899,A must see to be a part of American pop culture!,5,Funny as ever!  I could watch this movie three times in a row.  Or at least three times a year!
900,No problem with disk,5,"Case has a notch cut out of it, otherwise great condition.I love this film more every time I watch it. Be sure to watch through the credits, there's a wedding!Try watching with the commentary, very interesting.""Do you think anyone want's a round house kick to the head while I'm wearing these bad boys?!"""
901,Midwest cultural anthropology,5,"Having grown up in a small town in the Midwest, I resonated with this comedy on many levels as a satire of the rural Midwest. I can't even remember how many times I've watched this film . . . I own the DVD and still can't resist watching it whenever it comes on a cable movie channel! If this is a cult comedy, I guess I'm a full-blown cult member!The movie is hilariious because of the quirky dialogue and outrageous character satire, making fun of the usual cast of high-school types - the popular cheerleader and primo jock, the school bully, the wallflower, the nerd, the alienated immigrant.  There's also the anti-PC jabs, such as eating beef steak for breakfast, lunch and dinner with no veggies in sight! For me the interest lies in how the movie presents a cultural anthropology of the changing rural Midwest.We know the internet is changing the world, and we see this in the movie when Napoleans' brother leaves for Detroit with an inner-city girlfriend he met through an internet chat room.Immigration is also changing the rural Midwest, as we see in Napolean's friend Pedro moving to small-town Idaho from Mexico.The family is also changing - Napolean lives with his grandmother and brother with no parents in sight.Thankfully, there were no drugs in the movie, even though they are changing rural America as much as anything."
902,#1 funniest movies ever made,5,I find it to be the ultimate most hilarious comady made. Me and my coworkers talk about and imitate this movie daily
903,Give In!,5,Never been a fan of slapstick humor or humor that ridicules others and I just knew this movie would be both of those - but I was persuaded to watch it and I have to say I laughed much more often than I thought I would. The family loved it.
904,Classically slow awesomeness!!!,5,The movie is classic and awesome but at times gets a little slow.  I feel bad for laughing at certain parts but over all a fantastic movie.  My 9 and 11 year olds really liked it too.  Some language but nothing they don't hear in school already.
905,So gosh dang funny!,5,"You have to see this, its only like the best movie ever! Better than a having your own pet Liger!"
906,amazingly funny,5,"A true classic that stand up with Animal house, Christmas vacation and Caddy shack. Even my kids liked it. It's a must see."
907,FUNNY and QUIRKY and TRUTHY,5,There's a sweetness and a mocking in this film.I like it when even the characters who have room foremotional growth aren't vilified.
908,Oldie but goodie,4,The movie is dated but it was funny - that kind is dry humor.  I can see how some people would not get it.
909,Great Fun!,4,"This is a fun, quirky movie that is very unique.  It is not deep or complex; just shallow and funny.  And, ironically, it gives a pretty accurate look of what life is like in Idaho, the Dakotas, Iowa and other upper mid-west areas.  There are a lot of lines, looks and expressions that we quoted and mimiced for months/years from the time we first saw it.  ""I guess you could say it's pretty serious."""
910,What was all the buzz about?,1,"The second worst movie I've ever seen (after ""Clifford""). ""Vote for Pedro?"" So what? And what about all those college-age actors pretending to be high school students (including the ""stars"")?"
911,"Very goofy, very quotable film",4,"Napoleon Dynamite is both hilarious and awkward, as too often through the film I found myself identifying the the protagonist, who painfully reminds me a little bit too much of me during my teen years, a geeky outsider in school, doing his own thing, associating with characters just as wacky as himself.  It's a very funny film with a number of touching scenes nestled in, filmed as if in some sort of strange 80's vortex.  There are a couple scenes that might be a little inappropriate for young kids, but otherwise this is a great window into the life of a bizarre yet hilarious character."
912,I donn't know,3,It was a Christmas gift and I haven't heard if the person I gave it to liked it or not.
913,Great comedy,5,"An instant classic, so many quotable moments and hilarious situations. One of those movies that can create an instant conversation when you meet someone who's seen it"
914,Fun movie,4,Fun movie... Was able to watch with my 11 year old son without cringing at any obscenities. Yay!! It's not often I get to watch a funny movie that's not animated with my youngsters. :)
915,Napoleon Dynamite movie on DVD,5,"I was in search of this movie, reminiscing, and was glad to encounter this vendor. The DVD was completely satisfactory and I has absolutely no issues with it."
916,Hilarious!,4,"This movie never gets old for me. It has definitely become a classic. Makes me laugh every time! Would recommend, especially if you have an odd sense of humor."
917,A Classic Sleeper Hit,5,"I bought this indie movie for my 13-yr-old son, who had never heard of it before.  (I saw the movie years ago.)  In the past month, I think he has watched it well over a dozen times and can quote scenes.  It's hilarious and touching all at the same time.  A great addition to anyone's movie catalog."
918,Featuring features,4,"I am not reviewing the movie, but the Blu-ray DVD.When I buy movies, its because I want to see the special features and commentaries and out-takes, and deleted scenes because these things give me more to enjoy about a movie I already like. Sometimes the collection of features add substantial value and insight; sometimes they add none.This DVD has an impressive collection of features, including multiple commentary tracks.I hope this helps!"
919,5 Stars for Pedro,5,"You won't need numchuck skills, bow hunting skills, computer hacking skills or the abilty to draw a Liger to enjoy this hilarious classic. Vote for Pedro!"
920,Best movie ever!,5,"Epic, brilliant, hilarious. I love this film so much, I consider sharing it with my friends as a form of enlightenment.  It never gets old."
